employee_id,first_name,last_name,pay_date,pay_period_number,Employee Class,department,location,Regular Compensation,Overtime,Bonus,Fringe,Reimbursement,Gross Compensation,Compensation,Plan Compensation,EE Deferral $,EE Roth $,ER Match $,True-Up Enabled,loan_amount,is_hce,catchup_pretax,catchup_roth,age,dob,hire_date,rehire_date,employment_status,termination_date
E100004,Morgan,Bennett,2025-01-17,2,Full-Time,HR,Charlotte,5549.55,0.00,0.00,0.00,0.00,5549.55,5549.55,5549.55,277.48,0.00,138.74,false,0.00,false,0.00,0.00,60,1964-09-19,2013-10-06,,Active,
E100004,Morgan,Bennett,2025-01-31,3,Full-Time,HR,Charlotte,5549.55,0.00,0.00,0.00,0.00,5549.55,5549.55,5549.55,277.48,0.00,138.74,false,0.00,false,0.00,0.00,60,1964-09-19,2013-10-06,,Active,
E100004,Morgan,Bennett,2025-02-14,4,Full-Time,HR,Charlotte,5549.55,0.00,0.00,0.00,0.00,5549.55,5549.55,5549.55,277.48,0.00,138.74,false,0.00,false,0.00,0.00,60,1964-09-19,2013-10-06,,Active,
E100005,Casey,Ibrahim,2025-01-03,1,Part-Time,Clinical,Phoenix,2497.28,0.00,0.00,0.00,0.00,2497.28,2497.28,2497.28,93.65,31.22,62.43,false,162.29,false,0.00,0.00,28,1996-09-13,2010-10-27,,Active,
E100005,Casey,Ibrahim,2025-01-17,2,Part-Time,Clinical,Phoenix,2497.28,0.00,0.00,0.00,0.00,2497.28,2497.28,2497.28,93.65,31.22,62.43,false,162.29,false,0.00,0.00,28,1996-09-13,2010-10-27,,Active,
E100005,Casey,Ibrahim,2025-01-31,3,Part-Time,Clinical,Phoenix,2497.28,0.00,0.00,0.00,0.00,2497.28,2497.28,2497.28,93.65,31.22,62.43,false,162.29,false,0.00,0.00,28,1996-09-13,2010-10-27,,Active,
E100005,Casey,Ibrahim,2025-02-14,4,Part-Time,Clinical,Phoenix,2497.28,0.00,0.00,0.00,188.55,2685.82,2685.82,2497.28,93.65,31.22,62.43,false,162.29,false,0.00,0.00,28,1996-09-13,2010-10-27,,Active,
E100006,Riley,Patel,2025-01-03,1,Full-Time,Finance,Seattle,10294.48,0.00,0.00,0.00,0.00,10294.48,10294.48,10294.48,514.72,0.00,257.36,false,79.51,true,0.00,0.00,45,1979-06-01,2023-05-01,,Active,
E100006,Riley,Patel,2025-01-17,2,Full-Time,Finance,Seattle,10294.48,0.00,0.00,0.00,0.00,10294.48,10294.48,10294.48,514.72,0.00,257.36,false,79.51,true,0.00,0.00,45,1979-06-01,2023-05-01,,Active,
E100006,Riley,Patel,2025-01-31,3,Full-Time,Finance,Seattle,10294.48,0.00,0.00,0.00,0.00,10294.48,10294.48,10294.48,514.72,0.00,257.36,false,79.51,true,0.00,0.00,45,1979-06-01,2023-05-01,,Active,
E100006,Riley,Patel,2025-02-14,4,Full-Time,Finance,Seattle,10294.48,0.00,0.00,242.81,0.00,10537.29,10537.29,10294.48,514.72,0.00,257.36,false,79.51,true,0.00,0.00,45,1979-06-01,2023-05-01,,Active,
E100007,Avery,Chen,2025-01-03,1,Full-Time,Customer Care,Chicago,2271.48,0.00,0.00,0.00,0.00,2271.48,2271.48,2271.48,0.00,0.00,0.00,false,0.00,false,0.00,0.00,53,1971-10-12,2023-04-03,,Active,
E100007,Avery,Chen,2025-01-17,2,Full-Time,Customer Care,Chicago,2271.48,0.00,0.00,0.00,0.00,2271.48,2271.48,2271.48,0.00,0.00,0.00,false,0.00,false,0.00,0.00,53,1971-10-12,2023-04-03,,Active,
E100007,Avery,Chen,2025-01-31,3,Full-Time,Customer Care,Chicago,2271.48,0.00,0.00,0.00,0.00,2271.48,2271.48,2271.48,0.00,0.00,0.00,false,0.00,false,0.00,0.00,53,1971-10-12,2023-04-03,,Active,
E100007,Avery,Chen,2025-02-14,4,Full-Time,Customer Care,Chicago,2271.48,0.00,0.00,0.00,0.00,2271.48,2271.48,2271.48,0.00,0.00,0.00,false,0.00,false,0.00,0.00,53,1971-10-12,2023-04-03,,Active,
E100008,Quinn,Johnson,2025-01-03,1,Full-Time,Engineering,Raleigh,3543.06,0.00,0.00,0.00,0.00,3543.06,3543.06,3543.06,0.00,0.00,0.00,false,0.00,false,0.00,0.00,43,1981-08-28,2017-12-24,,Active,
E100008,Quinn,Johnson,2025-01-17,2,Full-Time,Engineering,Raleigh,3543.06,0.00,0.00,0.00,0.00,3543.06,3543.06,3543.06,0.00,0.00,0.00,false,0.00,false,0.00,0.00,43,1981-08-28,2017-12-24,,Active,
E100008,Quinn,Johnson,2025-01-31,3,Full-Time,Engineering,Raleigh,3543.06,0.00,0.00,0.00,0.00,3543.06,3543.06,3543.06,0.00,0.00,0.00,false,0.00,false,0.00,0.00,43,1981-08-28,2017-12-24,,Active,
E100008,Quinn,Johnson,2025-02-14,4,Full-Time,Engineering,Raleigh,3543.06,0.00,0.00,0.00,0.00,3543.06,3543.06,3543.06,0.00,0.00,0.00,false,0.00,false,0.00,0.00,43,1981-08-28,2017-12-24,,Active,
E100009,Jamie,Robinson,2025-01-03,1,Full-Time,Operations,Austin,3885.89,0.00,0.00,0.00,0.00,3885.89,3885.89,3885.89,233.15,0.00,116.58,false,0.00,false,0.00,0.00,28,1996-12-25,2013-04-07,,Active,
E100009,Jamie,Robinson,2025-01-17,2,Full-Time,Operations,Austin,3885.89,0.00,0.00,0.00,0.00,3885.89,3885.89,3885.89,233.15,0.00,116.58,false,0.00,false,0.00,0.00,28,1996-12-25,2013-04-07,,Active,
E100009,Jamie,Robinson,2025-01-31,3,Full-Time,Operations,Austin,3885.89,0.00,0.00,0.00,0.00,3885.89,3885.89,3885.89,233.15,0.00,116.58,false,0.00,false,0.00,0.00,28,1996-12-25,2013-04-07,,Active,
E100009,Jamie,Robinson,2025-02-14,4,Full-Time,Operations,Austin,3885.89,513.56,0.00,0.00,0.00,4399.45,4399.45,4399.45,263.97,0.00,131.98,false,0.00,false,0.00,0.00,28,1996-12-25,2013-04-07,,Active,
E100010,Cameron,Diaz,2025-01-03,1,Full-Time,Logistics,Denver,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false,0.00,false,0.00,0.00,28,1996-09-05,2012-11-19,,Terminated,2025-01-01
E100010,Cameron,Diaz,2025-01-17,2,Full-Time,Logistics,Denver,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false,0.00,false,0.00,0.00,28,1996-09-05,2012-11-19,,Terminated,2025-01-01
E100010,Cameron,Diaz,2025-01-31,3,Full-Time,Logistics,Denver,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false,0.00,false,0.00,0.00,28,1996-09-05,2012-11-19,,Terminated,2025-01-01
E100010,Cameron,Diaz,2025-02-14,4,Full-Time,Logistics,Denver,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false,0.00,false,0.00,0.00,28,1996-09-05,2012-11-19,,Terminated,2025-01-01
E100011,Drew,Kaur,2025-01-03,1,Full-Time,Sales,Remote,7751.46,0.00,0.00,74.90,0.00,7826.36,7826.36,7751.46,1000.00,0.00,232.54,false,0.00,true,0.00,0.00,40,1984-12-22,2016-12-09,,Active,
E100011,Drew,Kaur,2025-01-17,2,Full-Time,Sales,Remote,7751.46,0.00,0.00,0.00,0.00,7751.46,7751.46,7751.46,1000.00,0.00,232.54,false,0.00,true,0.00,0.00,40,1984-12-22,2016-12-09,,Active,
E100011,Drew,Kaur,2025-01-31,3,Full-Time,Sales,Remote,7751.46,0.00,0.00,0.00,0.00,7751.46,7751.46,7751.46,1000.00,0.00,232.54,false,0.00,true,0.00,0.00,40,1984-12-22,2016-12-09,,Active,
E100011,Drew,Kaur,2025-02-14,4,Full-Time,Sales,Remote,7751.46,0.00,0.00,0.00,0.00,7751.46,7751.46,7751.46,1000.00,0.00,232.54,false,0.00,true,0.00,0.00,40,1984-12-22,2016-12-09,,Active,
E100012,Sam,Singh,2025-01-03,1,Full-Time,HR,Charlotte,8343.96,0.00,0.00,0.00,0.00,8343.96,8343.96,8343.96,500.64,0.00,250.32,false,0.00,true,0.00,0.00,58,1966-06-08,2018-10-12,,Active,
E100012,Sam,Singh,2025-01-17,2,Full-Time,HR,Charlotte,8343.96,0.00,0.00,0.00,0.00,8343.96,8343.96,8343.96,500.64,0.00,250.32,false,0.00,true,0.00,0.00,58,1966-06-08,2018-10-12,,Active,
E100012,Sam,Singh,2025-01-31,3,Full-Time,HR,Charlotte,8343.96,0.00,0.00,0.00,0.00,8343.96,8343.96,8343.96,500.64,0.00,250.32,false,0.00,true,0.00,0.00,58,1966-06-08,2018-10-12,,Active,
E100012,Sam,Singh,2025-02-14,4,Full-Time,HR,Charlotte,8343.96,985.08,0.00,0.00,0.00,9329.05,9329.05,9329.05,559.74,0.00,279.87,false,0.00,true,850.00,0.00,58,1966-06-08,2018-10-12,,Active,
E100013,Parker,Ellis,2025-01-03,1,Full-Time,Clinical,Phoenix,2360.83,0.00,0.00,0.00,0.00,2360.83,2360.83,2360.83,0.00,141.65,70.82,false,0.00,false,0.00,0.00,46,1978-02-20,2022-07-09,,Active,
E100013,Parker,Ellis,2025-01-17,2,Full-Time,Clinical,Phoenix,2360.83,0.00,0.00,0.00,0.00,2360.83,2360.83,2360.83,0.00,141.65,70.82,false,0.00,false,0.00,0.00,46,1978-02-20,2022-07-09,,Active,
E100013,Parker,Ellis,2025-01-31,3,Full-Time,Clinical,Phoenix,2360.83,0.00,0.00,0.00,0.00,2360.83,2360.83,2360.83,0.00,141.65,70.82,false,0.00,false,0.00,0.00,46,1978-02-20,2022-07-09,,Active,
E100013,Parker,Ellis,2025-02-14,4,Full-Time,Clinical,Phoenix,2360.83,264.80,0.00,0.00,0.00,2625.63,2625.63,2625.63,0.00,157.54,0.00,false,0.00,false,0.00,0.00,46,1978-02-20,2022-07-09,,Active,
E100014,Reese,Lee,2025-01-03,1,Full-Time,Finance,Seattle,9956.32,1150.78,0.00,0.00,211.33,11318.42,11318.42,11107.09,666.43,0.00,333.21,false,73.08,true,0.00,0.00,38,1987-01-03,2011-10-27,,Active,
E100014,Reese,Lee,2025-01-17,2,Full-Time,Finance,Seattle,9956.32,0.00,0.00,0.00,0.00,9956.32,9956.32,9956.32,597.38,0.00,298.69,false,73.08,true,0.00,0.00,38,1987-01-03,2011-10-27,,Active,
E100014,Reese,Lee,2025-01-31,3,Full-Time,Finance,Seattle,9956.32,0.00,0.00,0.00,0.00,9956.32,9956.32,9956.32,597.38,0.00,298.69,false,73.08,true,0.00,0.00,38,1987-01-03,2011-10-27,,Active,
E100014,Reese,Lee,2025-02-14,4,Full-Time,Finance,Seattle,9956.32,0.00,0.00,0.00,107.86,10064.18,10064.18,9956.32,597.38,0.00,473.69,false,73.08,true,0.00,0.00,38,1987-01-03,2011-10-27,,Active,
E100015,Rowan,Turner,2025-01-03,1,Intern,Customer Care,Chicago,1152.88,0.00,0.00,0.00,0.00,1152.88,1152.88,1152.88,57.64,0.00,28.82,false,0.00,false,0.00,0.00,47,1977-10-14,2011-08-07,,Active,
E100015,Rowan,Turner,2025-01-17,2,Intern,Customer Care,Chicago,1152.88,0.00,0.00,0.00,0.00,1152.88,1152.88,1152.88,57.64,0.00,28.82,false,0.00,false,0.00,0.00,47,1977-10-14,2011-08-07,,Active,
E100015,Rowan,Turner,2025-01-31,3,Intern,Customer Care,Chicago,1152.88,0.00,0.00,0.00,0.00,1152.88,1152.88,1152.88,57.64,0.00,28.82,false,0.00,false,0.00,0.00,47,1977-10-14,2011-08-07,,Active,
E100015,Rowan,Turner,2025-02-14,4,Intern,Customer Care,Chicago,1152.88,0.00,0.00,0.00,0.00,1152.88,1152.88,1152.88,57.64,0.00,90.00,false,0.00,false,0.00,0.00,47,1977-10-14,2011-08-07,,Active,
E100016,Emerson,Foster,2025-01-03,1,Full-Time,Engineering,Raleigh,4686.43,0.00,0.00,0.00,0.00,4686.43,4686.43,4686.43,468.64,0.00,140.59,false,0.00,false,0.00,0.00,46,1978-01-28,2010-10-14,,Active,
E100016,Emerson,Foster,2025-01-17,2,Full-Time,Engineering,Raleigh,4686.43,0.00,0.00,0.00,0.00,4686.43,4686.43,4686.43,468.64,0.00,140.59,false,0.00,false,0.00,0.00,46,1978-01-28,2010-10-14,,Active,
E100016,Emerson,Foster,2025-01-31,3,Full-Time,Engineering,Raleigh,4686.43,0.00,0.00,0.00,0.00,4686.43,4686.43,4686.43,468.64,0.00,140.59,false,0.00,false,0.00,0.00,47,1978-01-28,2010-10-14,,Active,
E100016,Emerson,Foster,2025-02-14,4,Full-Time,Engineering,Raleigh,4686.43,0.00,0.00,0.00,0.00,4686.43,4686.43,4686.43,468.64,0.00,140.59,false,0.00,false,0.00,0.00,47,1978-01-28,2010-10-14,,Active,
E100017,Hayden,Miller,2025-01-03,1,Full-Time,Operations,Austin,5681.66,0.00,0.00,0.00,0.00,5681.66,5681.66,5681.66,170.45,0.00,85.22,false,0.00,false,0.00,0.00,32,1992-05-11,2022-08-05,,Active,
E100017,Hayden,Miller,2025-01-17,2,Full-Time,Operations,Austin,5681.66,0.00,0.00,0.00,0.00,5681.66,5681.66,5681.66,170.45,0.00,85.22,false,0.00,false,0.00,0.00,32,1992-05-11,2022-08-05,,Active,
E100017,Hayden,Miller,2025-01-31,3,Full-Time,Operations,Austin,5681.66,0.00,0.00,0.00,245.78,5927.44,5927.44,5681.66,170.45,0.00,85.22,false,0.00,false,0.00,0.00,32,1992-05-11,2022-08-05,,Active,
E100017,Hayden,Miller,2025-02-14,4,Full-Time,Operations,Austin,5681.66,0.00,0.00,1.53,0.00,5683.19,5683.19,5681.66,170.45,0.00,85.22,false,0.00,false,0.00,0.00,32,1992-05-11,2022-08-05,,Active,
E100018,Finley,Walker,2025-01-03,1,Full-Time,Logistics,Denver,3390.68,0.00,0.00,0.00,0.00,3390.68,3390.68,3390.68,0.00,0.00,0.00,true,0.00,false,0.00,0.00,59,1965-04-12,2012-04-21,,Active,
E100018,Finley,Walker,2025-01-17,2,Full-Time,Logistics,Denver,3390.68,0.00,0.00,0.00,0.00,3390.68,3390.68,3390.68,0.00,0.00,0.00,true,0.00,false,0.00,0.00,59,1965-04-12,2012-04-21,,Active,
E100018,Finley,Walker,2025-01-31,3,Full-Time,Logistics,Denver,3390.68,0.00,0.00,0.00,0.00,3390.68,3390.68,3390.68,0.00,0.00,0.00,true,0.00,false,0.00,0.00,59,1965-04-12,2012-04-21,,Active,
E100018,Finley,Walker,2025-02-14,4,Full-Time,Logistics,Denver,3390.68,0.00,0.00,0.00,0.00,3390.68,3390.68,3390.68,0.00,0.00,0.00,true,0.00,false,0.00,0.00,59,1965-04-12,2012-04-21,,Active,
E100019,Skyler,Garcia,2025-01-03,1,Part-Time,Sales,Remote,2549.51,0.00,0.00,0.00,0.00,2549.51,2549.51,2549.51,101.98,0.00,50.99,false,0.00,false,0.00,0.00,24,2000-11-13,2023-10-27,,Active,
E100019,Skyler,Garcia,2025-01-17,2,Part-Time,Sales,Remote,2549.51,0.00,0.00,0.00,0.00,2549.51,2549.51,2549.51,101.98,0.00,50.99,false,0.00,false,0.00,0.00,24,2000-11-13,2023-10-27,,Active,
E100019,Skyler,Garcia,2025-01-31,3,Part-Time,Sales,Remote,2549.51,0.00,0.00,0.00,0.00,2549.51,2549.51,2549.51,101.98,0.00,50.99,false,0.00,false,0.00,0.00,24,2000-11-13,2023-10-27,,Active,
E100019,Skyler,Garcia,2025-02-14,4,Part-Time,Sales,Remote,2549.51,0.00,0.00,0.00,0.00,2549.51,2549.51,2549.51,101.98,0.00,50.99,false,0.00,false,0.00,0.00,24,2000-11-13,2023-10-27,,Active,
E100020,Kendall,Nguyen,2025-01-03,1,Full-Time,HR,Charlotte,5069.94,424.01,0.00,0.00,0.00,5493.95,5493.95,5493.95,549.39,0.00,164.82,false,120.70,false,0.00,0.00,39,1985-05-17,2011-12-20,,Active,
E100020,Kendall,Nguyen,2025-01-17,2,Full-Time,HR,Charlotte,5069.94,0.00,0.00,0.00,271.73,5341.68,5341.68,5069.94,506.99,0.00,152.10,false,120.70,false,0.00,0.00,39,1985-05-17,2011-12-20,,Active,
E100020,Kendall,Nguyen,2025-01-31,3,Full-Time,HR,Charlotte,5069.94,579.62,0.00,0.00,0.00,5649.56,5649.56,5649.56,564.96,0.00,169.49,false,120.70,false,0.00,0.00,39,1985-05-17,2011-12-20,,Active,
E100020,Kendall,Nguyen,2025-02-14,4,Full-Time,HR,Charlotte,5069.94,0.00,0.00,0.00,0.00,5069.94,5069.94,5069.94,506.99,0.00,152.10,false,120.70,false,0.00,0.00,39,1985-05-17,2011-12-20,,Active,
E100021,Alex,Adams,2025-01-03,1,Full-Time,Clinical,Phoenix,3754.10,0.00,0.00,0.00,0.00,3754.10,3754.10,3754.10,300.33,0.00,112.62,false,0.00,false,0.00,0.00,44,1980-08-10,2012-07-03,,Active,
E100021,Alex,Adams,2025-01-17,2,Full-Time,Clinical,Phoenix,3754.10,501.43,0.00,0.00,0.00,4255.53,4255.53,4255.53,340.44,0.00,127.67,false,0.00,false,0.00,0.00,44,1980-08-10,2012-07-03,,Active,
E100021,Alex,Adams,2025-01-31,3,Full-Time,Clinical,Phoenix,3754.10,0.00,0.00,0.00,0.00,3754.10,3754.10,3754.10,300.33,0.00,112.62,false,0.00,false,0.00,0.00,44,1980-08-10,2012-07-03,,Active,
E100021,Alex,Adams,2025-02-14,4,Full-Time,Clinical,Phoenix,3754.10,0.00,0.00,0.00,0.00,3754.10,3754.10,3754.10,300.33,0.00,112.62,false,0.00,false,0.00,0.00,44,1980-08-10,2012-07-03,,Active,
E100022,Jordan,Hughes,2025-01-03,1,Part-Time,Finance,Seattle,2640.87,0.00,0.00,0.00,0.00,2640.87,2640.87,2640.87,211.27,0.00,79.23,false,0.00,false,0.00,0.00,50,1974-09-27,2014-10-06,,Active,
E100022,Jordan,Hughes,2025-01-17,2,Part-Time,Finance,Seattle,2640.87,0.00,0.00,0.00,0.00,2640.87,2640.87,2640.87,211.27,0.00,79.23,false,0.00,false,0.00,0.00,50,1974-09-27,2014-10-06,,Active,
E100022,Jordan,Hughes,2025-01-31,3,Part-Time,Finance,Seattle,2640.87,0.00,0.00,0.00,0.00,2640.87,2640.87,2640.87,211.27,0.00,79.23,false,0.00,false,0.00,0.00,50,1974-09-27,2014-10-06,,Active,
E100022,Jordan,Hughes,2025-02-14,4,Part-Time,Finance,Seattle,2640.87,0.00,0.00,50.01,208.95,2899.83,2899.83,2640.87,211.27,0.00,79.23,false,0.00,false,0.00,0.00,50,1974-09-27,2014-10-06,,Active,
E100023,Taylor,Ortiz,2025-01-03,1,Full-Time,Customer Care,Chicago,4747.96,0.00,0.00,0.00,0.00,4747.96,4747.96,4747.96,379.84,0.00,142.44,false,0.00,false,0.00,0.00,57,1967-06-24,2012-01-13,,Active,
E100023,Taylor,Ortiz,2025-01-17,2,Full-Time,Customer Care,Chicago,4747.96,0.00,0.00,0.00,0.00,4747.96,4747.96,4747.96,379.84,0.00,142.44,false,0.00,false,0.00,0.00,57,1967-06-24,2012-01-13,,Active,
E100023,Taylor,Ortiz,2025-01-31,3,Full-Time,Customer Care,Chicago,4747.96,0.00,0.00,0.00,44.06,4792.02,4792.02,4747.96,379.84,0.00,142.44,false,0.00,false,0.00,0.00,57,1967-06-24,2012-01-13,,Active,
E100023,Taylor,Ortiz,2025-02-14,4,Full-Time,Customer Care,Chicago,4747.96,0.00,0.00,0.00,0.00,4747.96,4747.96,4747.96,379.84,0.00,142.44,false,0.00,false,0.00,0.00,57,1967-06-24,2012-01-13,,Active,
E100024,Morgan,Bennett,2025-01-03,1,Full-Time,Engineering,Raleigh,5461.25,0.00,0.00,0.00,0.00,5461.25,5461.25,5461.25,546.13,0.00,163.84,false,0.00,false,0.00,0.00,38,1986-08-11,2016-12-26,,Active,
E100024,Morgan,Bennett,2025-01-17,2,Full-Time,Engineering,Raleigh,5461.25,0.00,0.00,0.00,0.00,5461.25,5461.25,5461.25,546.13,0.00,163.84,false,0.00,false,0.00,0.00,38,1986-08-11,2016-12-26,,Active,
E100024,Morgan,Bennett,2025-01-31,3,Full-Time,Engineering,Raleigh,5461.25,873.15,0.00,0.00,0.00,6334.41,6334.41,6334.41,633.44,0.00,190.03,false,0.00,false,0.00,0.00,38,1986-08-11,2016-12-26,,Active,
E100024,Morgan,Bennett,2025-02-14,4,Full-Time,Engineering,Raleigh,5461.25,456.84,0.00,0.00,0.00,5918.10,5918.10,5918.10,591.81,0.00,177.54,false,0.00,false,0.00,0.00,38,1986-08-11,2016-12-26,,Active,
E100025,Casey,Ibrahim,2025-01-03,1,Full-Time,Operations,Austin,3008.59,0.00,0.00,0.00,0.00,3008.59,3008.59,3008.59,120.34,0.00,60.17,false,0.00,false,0.00,0.00,38,1986-10-26,2020-11-16,,Active,
E100025,Casey,Ibrahim,2025-01-17,2,Full-Time,Operations,Austin,3008.59,0.00,0.00,0.00,0.00,3008.59,3008.59,3008.59,120.34,0.00,60.17,false,0.00,false,0.00,0.00,38,1986-10-26,2020-11-16,,Active,
E100025,Casey,Ibrahim,2025-01-31,3,Full-Time,Operations,Austin,3008.59,0.00,0.00,0.00,0.00,3008.59,3008.59,3008.59,120.34,0.00,60.17,false,0.00,false,0.00,0.00,38,1986-10-26,2020-11-16,,Active,
E100025,Casey,Ibrahim,2025-02-14,4,Full-Time,Operations,Austin,3008.59,0.00,0.00,67.39,0.00,3075.98,3075.98,3008.59,120.34,0.00,60.17,false,0.00,false,0.00,0.00,38,1986-10-26,2020-11-16,,Active,
